disease,rank,drug,drugbank,score
Chromoblastomycosis,22,DB00446,DB00446,1.80
Chromoblastomycosis,23,DB00525,DB00525,1.40
Chromoblastomycosis,24,azathioprine,DB00993,1.38
Chromoblastomycosis,25,fluconazole,DB00196,1.36
Chromoblastomycosis,26,DB01188,DB01188,1.32
Chromoblastomycosis,27,DB01013,DB01013,1.24
Chromoblastomycosis,28,DB14512,DB14512,1.17
Chromoblastomycosis,29,DB09293,DB09293,1.13
Chromoblastomycosis,30,DB06781,DB06781,1.09
Chromoblastomycosis,31,cyclosporine,DB00091,1.08
Chromoblastomycosis,32,DB00846,DB00846,0.96
Chromoblastomycosis,33,DB00926,DB00926,0.96
Chromoblastomycosis,34,DB00288,DB00288,0.94
Chromoblastomycosis,35,methotrexate,DB00563,0.88
Chromoblastomycosis,36,doxorubicin,DB00997,0.85
Chromoblastomycosis,37,cytarabine,DB00987,0.80
Chromoblastomycosis,38,fluorouracil,DB00544,0.79
Chromoblastomycosis,39,DB00755,DB00755,0.78
Chromoblastomycosis,40,DB09040,DB09040,0.74
Chromoblastomycosis,41,metronidazole,DB00916,0.74
Chromoblastomycosis,42,DB00602,DB00602,0.74
Chromoblastomycosis,43,DB01141,DB01141,0.72
Chromoblastomycosis,44,etoposide,DB00773,0.69
Chromoblastomycosis,45,DB00400,DB00400,0.65
Chromoblastomycosis,46,DB01181,DB01181,0.64
Chromoblastomycosis,47,DB00591,DB00591,0.64
Chromoblastomycosis,48,paclitaxel,DB01229,0.62
Chromoblastomycosis,49,DB09041,DB09041,0.60
Chromoblastomycosis,50,DB01059,DB01059,0.58
"Diabetes Insipidus, Neurogenic",1,DB00999,DB00999,12.31
"Diabetes Insipidus, Neurogenic",2,DB00067,DB00067,10.38
"Diabetes Insipidus, Neurogenic",3,DB00692,DB00692,10.20
"Diabetes Insipidus, Neurogenic",4,DB01210,DB01210,9.75
"Diabetes Insipidus, Neurogenic",5,DB01148,DB01148,9.01
"Diabetes Insipidus, Neurogenic",6,DB00434,DB00434,8.83
"Diabetes Insipidus, Neurogenic",7,DB00195,DB00195,7.01
"Diabetes Insipidus, Neurogenic",8,DB00540,DB00540,6.91
"Diabetes Insipidus, Neurogenic",9,spironolactone,DB00421,6.80
"Diabetes Insipidus, Neurogenic",10,doxorubicin,DB00997,5.06
"Diabetes Insipidus, Neurogenic",11,DB00458,DB00458,4.37
"Diabetes Insipidus, Neurogenic",12,DB00521,DB00521,4.33
"Diabetes Insipidus, Neurogenic",13,DB00575,DB00575,3.41
"Diabetes Insipidus, Neurogenic",14,losartan,DB00678,3.35
"Diabetes Insipidus, Neurogenic",15,timolol,DB00373,3.21
"Diabetes Insipidus, Neurogenic",16,DB00484,DB00484,2.89
"Diabetes Insipidus, Neurogenic",17,DB01018,DB01018,2.74
"Diabetes Insipidus, Neurogenic",18,DB00524,DB00524,2.64
"Diabetes Insipidus, Neurogenic",19,DB01193,DB01193,2.36
"Diabetes Insipidus, Neurogenic",20,vincristine,DB00541,2.34
"Diabetes Insipidus, Neurogenic",21,DB00206,DB00206,2.25
"Diabetes Insipidus, Neurogenic",22,DB06212,DB06212,2.20
"Diabetes Insipidus, Neurogenic",23,DB00310,DB00310,1.96
"Diabetes Insipidus, Neurogenic",24,DB00657,DB00657,1.89
"Diabetes Insipidus, Neurogenic",25,DB00903,DB00903,1.82
"Diabetes Insipidus, Neurogenic",26,DB01194,DB01194,1.72
"Diabetes Insipidus, Neurogenic",27,DB01029,DB01029,1.72
"Diabetes Insipidus, Neurogenic",28,telmisartan,DB00966,1.68
"Diabetes Insipidus, Neurogenic",29,DB01275,DB01275,1.64
"Diabetes Insipidus, Neurogenic",30,dorzolamide,DB00869,1.63
"Diabetes Insipidus, Neurogenic",31,DB00808,DB00808,1.60
"Diabetes Insipidus, Neurogenic",32,DB00436,DB00436,1.60
"Diabetes Insipidus, Neurogenic",33,DB01214,DB01214,1.60
"Diabetes Insipidus, Neurogenic",34,DB00960,DB00960,1.58
"Diabetes Insipidus, Neurogenic",35,DB01136,DB01136,1.58
"Diabetes Insipidus, Neurogenic",36,DB01115,DB01115,1.58
"Diabetes Insipidus, Neurogenic",37,DB00401,DB00401,1.58
"Diabetes Insipidus, Neurogenic",38,DB00661,DB00661,1.56
"Diabetes Insipidus, Neurogenic",39,DB00796,DB00796,1.56
"Diabetes Insipidus, Neurogenic",40,DB00876,DB00876,1.56
"Diabetes Insipidus, Neurogenic",41,DB00275,DB00275,1.56
"Diabetes Insipidus, Neurogenic",42,DB00177,DB00177,1.56
"Diabetes Insipidus, Neurogenic",43,DB00590,DB00590,1.55
"Diabetes Insipidus, Neurogenic",44,DB00457,DB00457,1.55
"Diabetes Insipidus, Neurogenic",45,DB00887,DB00887,1.54
"Diabetes Insipidus, Neurogenic",46,amlodipine,DB00381,1.54
"Diabetes Insipidus, Neurogenic",47,DB00325,DB00325,1.53
"Diabetes Insipidus, Neurogenic",48,DB00187,DB00187,1.53
"Diabetes Insipidus, Neurogenic",49,DB01162,DB01162,1.53
"Diabetes Insipidus, Neurogenic",50,diltiazem,DB00343,1.53
Histoplasmosis,1,DB01263,DB01263,14.34
Histoplasmosis,2,DB01099,DB01099,13.87
Histoplasmosis,3,DB01141,DB01141,11.60
Histoplasmosis,4,DB06636,DB06636,10.76
Histoplasmosis,5,DB00257,DB00257,9.78
Histoplasmosis,6,DB00362,DB00362,9.35
Histoplasmosis,7,DB00251,DB00251,9.34
Histoplasmosis,8,DB00646,DB00646,9.20
Histoplasmosis,9,ketoconazole,DB01026,6.83
Histoplasmosis,10,DB08933,DB08933,1.54
Histoplasmosis,11,DB00618,DB00618,1.04
Histoplasmosis,12,prednisone,DB00635,0.50
Histoplasmosis,13,DB01110,DB01110,0.44
Histoplasmosis,14,DB00446,DB00446,0.36
Histoplasmosis,15,DB00199,DB00199,0.35
Histoplasmosis,16,prednisolone,DB00860,0.31
Histoplasmosis,17,DB01234,DB01234,0.20
Histoplasmosis,18,DB09031,DB09031,0.18
Histoplasmosis,19,methylprednisolone,DB00959,0.16
Histoplasmosis,20,DB00620,DB00620,0.15
Histoplasmosis,21,DB00443,DB00443,0.15
Histoplasmosis,22,DB00741,DB00741,0.11
Histoplasmosis,23,DB09293,DB09293,0.10
Histoplasmosis,24,DB01380,DB01380,0.06
Histoplasmosis,25,metronidazole,DB00916,0.04
Histoplasmosis,26,DB01188,DB01188,0.04
Histoplasmosis,27,DB01059,DB01059,0.02
Histoplasmosis,28,DB09040,DB09040,0.01
Histoplasmosis,29,clarithromycin,DB01211,-0.00
Histoplasmosis,30,DB00936,DB00936,-0.01
Histoplasmosis,31,DB01165,DB01165,-0.01
Histoplasmosis,32,DB01117,DB01117,-0.02
Histoplasmosis,33,DB00525,DB00525,-0.04
Histoplasmosis,34,etoposide,DB00773,-0.05
Histoplasmosis,35,cytarabine,DB00987,-0.07
Histoplasmosis,36,DB01181,DB01181,-0.07
Histoplasmosis,37,DB00359,DB00359,-0.08
Histoplasmosis,38,DB01045,DB01045,-0.08
Histoplasmosis,39,methotrexate,DB00563,-0.09
Histoplasmosis,40,DB01166,DB01166,-0.10
Histoplasmosis,41,DB01058,DB01058,-0.10
Histoplasmosis,42,fluorouracil,DB00544,-0.10
Histoplasmosis,43,doxorubicin,DB00997,-0.11
Histoplasmosis,44,DB00911,DB00911,-0.11
Histoplasmosis,45,DB00537,DB00537,-0.11
Histoplasmosis,46,DB09041,DB09041,-0.12
Histoplasmosis,47,DB00400,DB00400,-0.12
Histoplasmosis,48,DB01066,DB01066,-0.13
Histoplasmosis,49,DB00080,DB00080,-0.14
Histoplasmosis,50,paclitaxel,DB01229,-0.14
"Pneumonia, Pneumocystis",1,DB00199,DB00199,11.95
"Pneumonia, Pneumocystis",2,DB00618,DB00618,11.31
"Pneumonia, Pneumocystis",3,DB00537,DB00537,11.31
"Pneumonia, Pneumocystis",4,DB00778,DB00778,10.67
"Pneumonia, Pneumocystis",5,DB01165,DB01165,10.31
"Pneumonia, Pneumocystis",6,DB00446,DB00446,9.65
"Pneumonia, Pneumocystis",7,DB01086,DB01086,9.11
"Pneumonia, Pneumocystis",8,clarithromycin,DB01211,8.25
"Pneumonia, Pneumocystis",9,DB01066,DB01066,8.03
"Pneumonia, Pneumocystis",10,DB01137,DB01137,7.37
"Pneumonia, Pneumocystis",11,DB00080,DB00080,5.24
"Pneumonia, Pneumocystis",12,DB00601,DB00601,2.95
"Pneumonia, Pneumocystis",13,DB11820,DB11820,2.94
"Pneumonia, Pneumocystis",14,DB00551,DB00551,2.85
"Pneumonia, Pneumocystis",15,DB00324,DB00324,2.76
"Pneumonia, Pneumocystis",16,DB00717,DB00717,2.75
"Pneumonia, Pneumocystis",17,DB09042,DB09042,2.70
"Pneumonia, Pneumocystis",18,DB00977,DB00977,2.68
"Pneumonia, Pneumocystis",19,DB01234,DB01234,2.55
"Pneumonia, Pneumocystis",20,DB00620,DB00620,2.47
"Pneumonia, Pneumocystis",21,DB00535,DB00535,2.44
"Pneumonia, Pneumocystis",22,methylprednisolone,DB00959,2.33
"Pneumonia, Pneumocystis",23,DB00007,DB00007,2.31
"Pneumonia, Pneumocystis",24,DB00936,DB00936,2.30
"Pneumonia, Pneumocystis",25,DB00759,DB00759,2.20
"Pneumonia, Pneumocystis",26,DB01395,DB01395,2.13
"Pneumonia, Pneumocystis",27,DB00957,DB00957,2.13
"Pneumonia, Pneumocystis",28,DB00755,DB00755,2.07
"Pneumonia, Pneumocystis",29,DB00250,DB00250,2.03
"Pneumonia, Pneumocystis",30,prednisone,DB00635,2.00
"Pneumonia, Pneumocystis",31,spironolactone,DB00421,2.00
"Pneumonia, Pneumocystis",32,budesonide,DB01222,1.97
"Pneumonia, Pneumocystis",33,amphotericin,DB00681,1.94
"Pneumonia, Pneumocystis",34,DB00588,DB00588,1.85
"Pneumonia, Pneumocystis",35,DB00121,DB00121,1.83
"Pneumonia, Pneumocystis",36,DB00982,DB00982,1.80
"Pneumonia, Pneumocystis",37,DB00114,DB00114,1.77
"Pneumonia, Pneumocystis",38,DB09321,DB09321,1.76
"Pneumonia, Pneumocystis",39,DB00668,DB00668,1.75
"Pneumonia, Pneumocystis",40,DB00151,DB00151,1.74
"Pneumonia, Pneumocystis",41,DB00548,DB00548,1.74
"Pneumonia, Pneumocystis",42,DB01410,DB01410,1.74
"Pneumonia, Pneumocystis",43,DB11085,DB11085,1.74
"Pneumonia, Pneumocystis",44,DB09096,DB09096,1.73
"Pneumonia, Pneumocystis",45,DB00394,DB00394,1.73
"Pneumonia, Pneumocystis",46,DB00210,DB00210,1.73
"Pneumonia, Pneumocystis",47,DB01017,DB01017,1.73
"Pneumonia, Pneumocystis",48,itraconazole,DB01167,1.71
"Pneumonia, Pneumocystis",49,theophylline,DB00277,1.71
"Pneumonia, Pneumocystis",50,DB00799,DB00799,1.68
Leishmaniasis,1,DB00945,DB00945,5.89
Leishmaniasis,2,DB00788,DB00788,5.51
Leishmaniasis,3,DB01234,DB01234,4.48
Leishmaniasis,4,DB00741,DB00741,4.35
Leishmaniasis,5,DB01380,DB01380,4.34
Leishmaniasis,6,DB00328,DB00328,4.21
Leishmaniasis,7,DB00991,DB00991,4.19
Leishmaniasis,8,methotrexate,DB00563,3.08
Leishmaniasis,9,DB01009,DB01009,3.03
Leishmaniasis,10,DB00482,DB00482,2.93
Leishmaniasis,11,DB01050,DB01050,2.61
Leishmaniasis,12,sulfasalazine,DB00795,2.51
Leishmaniasis,13,DB04854,DB04854,2.29
Leishmaniasis,14,amphotericin,DB00681,2.25
Leishmaniasis,15,DB11611,DB11611,2.16
Leishmaniasis,16,DB01394,DB01394,1.78
Leishmaniasis,17,DB01032,DB01032,1.74
Leishmaniasis,18,DB12319,DB12319,1.70
Leishmaniasis,19,DB11560,DB11560,1.69
Leishmaniasis,20,itraconazole,DB01167,1.60
Leishmaniasis,21,prednisolone,DB00860,1.50
Leishmaniasis,22,auranofin,DB00995,1.46
Leishmaniasis,23,methylprednisolone,DB00959,1.44
Leishmaniasis,24,DB11817,DB11817,1.42
Leishmaniasis,25,DB00443,DB00443,1.33
Leishmaniasis,26,leflunomide,DB01097,1.29
Leishmaniasis,27,DB01399,DB01399,1.22
Leishmaniasis,28,DB00618,DB00618,1.12
Leishmaniasis,29,DB00620,DB00620,1.11
Leishmaniasis,30,DB00712,DB00712,1.06
Leishmaniasis,31,DB00573,DB00573,0.99
Leishmaniasis,32,piroxicam,DB00554,0.96
Leishmaniasis,33,DB00864,DB00864,0.86
Leishmaniasis,34,DB01263,DB01263,0.85
Leishmaniasis,35,DB01099,DB01099,0.84
Leishmaniasis,36,voriconazole,DB00582,0.82
Leishmaniasis,37,prednisone,DB00635,0.71
Leishmaniasis,38,ketoconazole,DB01026,0.67
Leishmaniasis,39,fluconazole,DB00196,0.63
Leishmaniasis,40,DB00199,DB00199,0.44
Leishmaniasis,41,DB00500,DB00500,0.36
Leishmaniasis,42,DB00446,DB00446,0.35
Leishmaniasis,43,cyclosporine,DB00091,0.33
Leishmaniasis,44,DB00602,DB00602,0.32
Leishmaniasis,45,DB01141,DB01141,0.30
Leishmaniasis,46,metronidazole,DB00916,0.28
Leishmaniasis,47,DB01058,DB01058,0.25
Leishmaniasis,48,DB00257,DB00257,0.24
Leishmaniasis,49,DB00936,DB00936,0.22
Leishmaniasis,50,azathioprine,DB00993,0.19
Melanoma,1,DB01008,DB01008,13.27
Melanoma,2,DB01181,DB01181,12.64
Melanoma,3,DB00851,DB00851,11.71
Melanoma,4,hydroxyurea,DB01005,11.58
Melanoma,5,DB00262,DB00262,9.99
Melanoma,6,DB13832,DB13832,9.63
Melanoma,7,DB01042,DB01042,9.54
Melanoma,8,DB00888,DB00888,8.89
Melanoma,9,DB06412,DB06412,8.88
Melanoma,10,vincristine,DB00541,8.68
Melanoma,11,DB09293,DB09293,7.30
Melanoma,12,cytarabine,DB00987,5.82
Melanoma,13,etoposide,DB00773,5.03
Melanoma,14,methotrexate,DB00563,4.53
Melanoma,15,lomustine,DB01206,4.53
Melanoma,16,DB00309,DB00309,4.27
Melanoma,17,imatinib,DB00619,4.21
Melanoma,18,doxorubicin,DB00997,3.88
Melanoma,19,prednisolone,DB00860,3.76
Melanoma,20,DB00755,DB00755,3.60
Melanoma,21,DB01073,DB01073,3.52
Melanoma,22,dasatinib,DB01254,3.49
Melanoma,23,methylprednisolone,DB00959,3.34
Melanoma,24,daunorubicin,DB00694,3.31
Melanoma,25,DB01169,DB01169,2.83
Melanoma,26,fluorouracil,DB00544,2.48
Melanoma,27,DB01234,DB01234,2.24
Melanoma,28,vinblastine,DB00570,2.20
Melanoma,29,DB00443,DB00443,2.03
Melanoma,30,DB01248,DB01248,1.95
Melanoma,31,capecitabine,DB01101,1.93
Melanoma,32,DB11191,DB11191,1.91
Melanoma,33,DB00552,DB00552,1.89
Melanoma,34,DB00242,DB00242,1.84
Melanoma,35,DB00445,DB00445,1.81
Melanoma,36,DB01259,DB01259,1.73
Melanoma,37,DB00762,DB00762,1.63
Melanoma,38,DB00620,DB00620,1.62
Melanoma,39,DB00115,DB00115,1.61
Melanoma,40,DB01030,DB01030,1.61
Melanoma,41,DB00848,DB00848,1.60
Melanoma,42,DB01143,DB01143,1.60
Melanoma,43,DB00741,DB00741,1.59
Melanoma,44,DB00255,DB00255,1.58
Melanoma,45,DB02546,DB02546,1.57
Melanoma,46,DB00642,DB00642,1.57
Melanoma,47,DB00307,DB00307,1.53
Melanoma,48,DB00282,DB00282,1.43
Melanoma,49,paclitaxel,DB01229,1.38
Melanoma,50,DB08901,DB08901,1.32
"Cholestasis, Intrahepatic",1,cyclosporine,DB00091,15.68
"Cholestasis, Intrahepatic",2,DB01234,DB01234,12.68
"Cholestasis, Intrahepatic",3,DB00443,DB00443,11.62
"Cholestasis, Intrahepatic",4,DB00864,DB00864,11.14
"Cholestasis, Intrahepatic",5,methylprednisolone,DB00959,10.83
"Cholestasis, Intrahepatic",6,DB00741,DB00741,9.80
"Cholestasis, Intrahepatic",7,prednisone,DB00635,9.31
"Cholestasis, Intrahepatic",8,DB00620,DB00620,9.23
"Cholestasis, Intrahepatic",9,azathioprine,DB00993,9.11
"Cholestasis, Intrahepatic",10,DB01380,DB01380,9.07
"Cholestasis, Intrahepatic",11,DB05990,DB05990,2.46
"Cholestasis, Intrahepatic",12,cytarabine,DB00987,1.50
"Cholestasis, Intrahepatic",13,acetazolamide,DB00819,1.34
"Cholestasis, Intrahepatic",14,DB00545,DB00545,1.05
"Cholestasis, Intrahepatic",15,budesonide,DB01222,0.99
"Cholestasis, Intrahepatic",16,mycophenolate,DB00688,0.98
"Cholestasis, Intrahepatic",17,DB00309,DB00309,0.95
"Cholestasis, Intrahepatic",18,DB13832,DB13832,0.92
"Cholestasis, Intrahepatic",19,DB01042,DB01042,0.77
"Cholestasis, Intrahepatic",20,DB00244,DB00244,0.72
"Cholestasis, Intrahepatic",21,chlorambucil,DB00291,0.71
"Cholestasis, Intrahepatic",22,leflunomide,DB01097,0.69
"Cholestasis, Intrahepatic",23,DB01611,DB01611,0.68
"Cholestasis, Intrahepatic",24,DB00537,DB00537,0.65
"Cholestasis, Intrahepatic",25,DB01181,DB01181,0.62
"Cholestasis, Intrahepatic",26,DB01033,DB01033,0.61
"Cholestasis, Intrahepatic",27,etoposide,DB00773,0.60
"Cholestasis, Intrahepatic",28,sulfasalazine,DB00795,0.57
"Cholestasis, Intrahepatic",29,DB01250,DB01250,0.57
"Cholestasis, Intrahepatic",30,fluorouracil,DB00544,0.57
"Cholestasis, Intrahepatic",31,lomustine,DB01206,0.49
"Cholestasis, Intrahepatic",32,DB00305,DB00305,0.47
"Cholestasis, Intrahepatic",33,DB02701,DB02701,0.42
"Cholestasis, Intrahepatic",34,DB01073,DB01073,0.39
"Cholestasis, Intrahepatic",35,DB06777,DB06777,0.32
"Cholestasis, Intrahepatic",36,DB00945,DB00945,0.31
"Cholestasis, Intrahepatic",37,DB00480,DB00480,0.30
"Cholestasis, Intrahepatic",38,DB00242,DB00242,0.27
"Cholestasis, Intrahepatic",39,DB09053,DB09053,0.26
"Cholestasis, Intrahepatic",40,DB00759,DB00759,0.25
"Cholestasis, Intrahepatic",41,DB00627,DB00627,0.25
"Cholestasis, Intrahepatic",42,DB00169,DB00169,0.25
"Cholestasis, Intrahepatic",43,DB06769,DB06769,0.24
"Cholestasis, Intrahepatic",44,DB11817,DB11817,0.23
"Cholestasis, Intrahepatic",45,DB01390,DB01390,0.22
"Cholestasis, Intrahepatic",46,clopidogrel,DB00758,0.22
"Cholestasis, Intrahepatic",47,methimazole,DB00763,0.21
"Cholestasis, Intrahepatic",48,methotrexate,DB00563,0.20
"Cholestasis, Intrahepatic",49,DB11611,DB11611,0.20
"Cholestasis, Intrahepatic",50,DB14539,DB14539,0.19
Thyroid Neoplasms,1,methotrexate,DB00563,14.57
Thyroid Neoplasms,2,etoposide,DB00773,13.57
Thyroid Neoplasms,3,DB01181,DB01181,13.49
Thyroid Neoplasms,4,vincristine,DB00541,13.17
Thyroid Neoplasms,5,cytarabine,DB00987,12.73
Thyroid Neoplasms,6,paclitaxel,DB01229,9.86
Thyroid Neoplasms,7,DB01042,DB01042,6.10
Thyroid Neoplasms,8,DB00851,DB00851,5.34
Thyroid Neoplasms,9,thalidomide,DB01041,3.72
Thyroid Neoplasms,10,dactinomycin,DB00970,3.08
Thyroid Neoplasms,11,prednisolone,DB00860,2.45
Thyroid Neoplasms,12,fluorouracil,DB00544,2.32
Thyroid Neoplasms,13,DB01073,DB01073,1.88
Thyroid Neoplasms,14,DB01248,DB01248,1.69
Thyroid Neoplasms,15,DB01234,DB01234,1.53
Thyroid Neoplasms,16,DB00262,DB00262,1.34
Thyroid Neoplasms,17,methylprednisolone,DB00959,1.33
Thyroid Neoplasms,18,DB08910,DB08910,1.27
Thyroid Neoplasms,19,vinblastine,DB00570,1.25
Thyroid Neoplasms,20,DB00282,DB00282,1.23
Thyroid Neoplasms,21,DB06809,DB06809,1.22
Thyroid Neoplasms,22,DB00443,DB00443,1.21
Thyroid Neoplasms,23,DB13832,DB13832,1.20
Thyroid Neoplasms,24,DB08889,DB08889,1.13
Thyroid Neoplasms,25,DB06603,DB06603,1.12
Thyroid Neoplasms,26,DB00399,DB00399,1.09
Thyroid Neoplasms,27,DB00188,DB00188,1.02
Thyroid Neoplasms,28,DB00305,DB00305,0.95
Thyroid Neoplasms,29,DB09256,DB09256,0.94
Thyroid Neoplasms,30,DB09074,DB09074,0.93
Thyroid Neoplasms,31,capecitabine,DB01101,0.92
Thyroid Neoplasms,32,DB00309,DB00309,0.91
Thyroid Neoplasms,33,DB00480,DB00480,0.89
Thyroid Neoplasms,34,mitoxantrone,DB01204,0.87
Thyroid Neoplasms,35,everolimus,DB01590,0.87
Thyroid Neoplasms,36,prednisone,DB00635,0.86
Thyroid Neoplasms,37,lomustine,DB01206,0.85
Thyroid Neoplasms,38,DB00741,DB00741,0.85
Thyroid Neoplasms,39,desmopressin,DB00035,0.82
Thyroid Neoplasms,40,DB09293,DB09293,0.80
Thyroid Neoplasms,41,DB00445,DB00445,0.79
Thyroid Neoplasms,42,DB03209,DB03209,0.75
Thyroid Neoplasms,43,DB11596,DB11596,0.74
Thyroid Neoplasms,44,DB00620,DB00620,0.66
Thyroid Neoplasms,45,DB00783,DB00783,0.65
Thyroid Neoplasms,46,DB01380,DB01380,0.64
Thyroid Neoplasms,47,gemcitabine,DB00441,0.58
Thyroid Neoplasms,48,DB12947,DB12947,0.58
Thyroid Neoplasms,49,DB00322,DB00322,0.53
Thyroid Neoplasms,50,DB00385,DB00385,0.52
Adrenal Cortex Neoplasms,1,DB01011,DB01011,15.14
Adrenal Cortex Neoplasms,2,ketoconazole,DB01026,14.34
Adrenal Cortex Neoplasms,3,DB01037,DB01037,3.77
Adrenal Cortex Neoplasms,4,DB00989,DB00989,3.60
Adrenal Cortex Neoplasms,5,DB00494,DB00494,3.45
Adrenal Cortex Neoplasms,6,DB00323,DB00323,3.45
Adrenal Cortex Neoplasms,7,DB01235,DB01235,3.40
Adrenal Cortex Neoplasms,8,DB00413,DB00413,3.40
Adrenal Cortex Neoplasms,9,DB00268,DB00268,3.39
Adrenal Cortex Neoplasms,10,DB05271,DB05271,3.39
Adrenal Cortex Neoplasms,11,DB00424,DB00424,3.39
Adrenal Cortex Neoplasms,12,DB00387,DB00387,3.39
Adrenal Cortex Neoplasms,13,DB00376,DB00376,3.39
Adrenal Cortex Neoplasms,14,DB01173,DB01173,3.39
Adrenal Cortex Neoplasms,15,DB00392,DB00392,3.38
Adrenal Cortex Neoplasms,16,DB00589,DB00589,3.38
Adrenal Cortex Neoplasms,17,DB00714,DB00714,3.38
Adrenal Cortex Neoplasms,18,DB01186,DB01186,3.37
Adrenal Cortex Neoplasms,19,DB00190,DB00190,2.23
Adrenal Cortex Neoplasms,20,DB00248,DB00248,1.52
Adrenal Cortex Neoplasms,21,prednisolone,DB00860,1.35
Adrenal Cortex Neoplasms,22,paclitaxel,DB01229,1.25
Adrenal Cortex Neoplasms,23,fluorouracil,DB00544,1.24
Adrenal Cortex Neoplasms,24,etoposide,DB00773,1.09
Adrenal Cortex Neoplasms,25,DB06262,DB06262,1.08
Adrenal Cortex Neoplasms,26,DB01234,DB01234,0.99
Adrenal Cortex Neoplasms,27,cytarabine,DB00987,0.98
Adrenal Cortex Neoplasms,28,DB01181,DB01181,0.96
Adrenal Cortex Neoplasms,29,DB00434,DB00434,0.90
Adrenal Cortex Neoplasms,30,methylprednisolone,DB00959,0.88
Adrenal Cortex Neoplasms,31,zonisamide,DB00909,0.84
Adrenal Cortex Neoplasms,32,doxorubicin,DB00997,0.81
Adrenal Cortex Neoplasms,33,prednisone,DB00635,0.78
Adrenal Cortex Neoplasms,34,DB01248,DB01248,0.74
Adrenal Cortex Neoplasms,35,DB00443,DB00443,0.72
Adrenal Cortex Neoplasms,36,methotrexate,DB00563,0.68
Adrenal Cortex Neoplasms,37,DB00305,DB00305,0.62
Adrenal Cortex Neoplasms,38,DB00999,DB00999,0.62
Adrenal Cortex Neoplasms,39,DB00741,DB00741,0.57
Adrenal Cortex Neoplasms,40,DB09074,DB09074,0.48
Adrenal Cortex Neoplasms,41,DB01380,DB01380,0.48
Adrenal Cortex Neoplasms,42,DB00620,DB00620,0.42
Adrenal Cortex Neoplasms,43,DB03209,DB03209,0.41
Adrenal Cortex Neoplasms,44,capecitabine,DB01101,0.38
Adrenal Cortex Neoplasms,45,everolimus,DB01590,0.37
Adrenal Cortex Neoplasms,46,DB00977,DB00977,0.32
Adrenal Cortex Neoplasms,47,DB00783,DB00783,0.31
Adrenal Cortex Neoplasms,48,DB09256,DB09256,0.27
Adrenal Cortex Neoplasms,49,DB01042,DB01042,0.26
Adrenal Cortex Neoplasms,50,DB00322,DB00322,0.26
Hemangiosarcoma,1,DB01181,DB01181,9.41
Hemangiosarcoma,2,DB01042,DB01042,9.35
Hemangiosarcoma,3,lomustine,DB01206,8.59
Hemangiosarcoma,4,etoposide,DB00773,8.44
Hemangiosarcoma,5,vinblastine,DB00570,8.13
Hemangiosarcoma,6,imatinib,DB00619,7.91
Hemangiosarcoma,7,chlorambucil,DB00291,7.77
Hemangiosarcoma,8,bleomycin,DB00290,7.48
Hemangiosarcoma,9,mitoxantrone,DB01204,7.40
Hemangiosarcoma,10,dactinomycin,DB00970,7.21
Hemangiosarcoma,11,daunorubicin,DB00694,6.33
Hemangiosarcoma,12,cytarabine,DB00987,6.01
Hemangiosarcoma,13,methotrexate,DB00563,5.55
Hemangiosarcoma,14,DB08910,DB08910,5.12
Hemangiosarcoma,15,vinorelbine,DB00361,4.80
Hemangiosarcoma,16,DB00262,DB00262,4.72
Hemangiosarcoma,17,DB01073,DB01073,3.76
Hemangiosarcoma,18,DB06809,DB06809,1.83
Hemangiosarcoma,19,DB13832,DB13832,1.73
Hemangiosarcoma,20,DB00631,DB00631,1.66
Hemangiosarcoma,21,prednisolone,DB00860,1.40
Hemangiosarcoma,22,paclitaxel,DB01229,1.31
Hemangiosarcoma,23,DB08889,DB08889,1.14
Hemangiosarcoma,24,DB06603,DB06603,1.14
Hemangiosarcoma,25,DB00188,DB00188,1.05
Hemangiosarcoma,26,DB00282,DB00282,1.03
Hemangiosarcoma,27,DB00399,DB00399,0.98
Hemangiosarcoma,28,DB00480,DB00480,0.97
Hemangiosarcoma,29,DB00309,DB00309,0.89
Hemangiosarcoma,30,idarubicin,DB01177,0.81
Hemangiosarcoma,31,desmopressin,DB00035,0.66
Hemangiosarcoma,32,DB01008,DB01008,0.62
Hemangiosarcoma,33,DB11596,DB11596,0.48
Hemangiosarcoma,34,DB01234,DB01234,0.45
Hemangiosarcoma,35,DB00352,DB00352,0.43
Hemangiosarcoma,36,temozolomide,DB00853,0.38
Hemangiosarcoma,37,sorafenib,DB00398,0.35
Hemangiosarcoma,38,DB09256,DB09256,0.34
Hemangiosarcoma,39,fluorouracil,DB00544,0.32
Hemangiosarcoma,40,methylprednisolone,DB00959,0.31
Hemangiosarcoma,41,auranofin,DB00995,0.31
Hemangiosarcoma,42,DB00385,DB00385,0.29
Hemangiosarcoma,43,DB00443,DB00443,0.28
Hemangiosarcoma,44,DB00650,DB00650,0.28
Hemangiosarcoma,45,losartan,DB00678,0.27
Hemangiosarcoma,46,DB06595,DB06595,0.24
Hemangiosarcoma,47,prednisone,DB00635,0.24
Hemangiosarcoma,48,DB00741,DB00741,0.24
Hemangiosarcoma,49,teniposide,DB00444,0.24
Hemangiosarcoma,50,venetoclax,DB11581,0.22
Hepatolenticular Degeneration,1,DB06823,DB06823,17.88
Hepatolenticular Degeneration,2,DB11092,DB11092,15.19
Hepatolenticular Degeneration,3,prednisolone,DB00860,1.66
